classifier_class,best_index,mean_mcc_on_train_folds,mean_auprc_on_train_folds,mean_mcc_on_held_out_folds,mean_auprc_on_held_out_folds
MLPClassifier,14,0.8698407783289414,0.97139215485522,0.8471067399888785,0.95996464351695
